开始统计文件行数...

0it [00:00, ?it/s]
12285it [00:00, 122827.28it/s]
读取数据:  32%|███▏      | 169415/535402 [00:32<02:12, 2766.77it/s]
读取数据:  32%|███▏      | 169693/535402 [00:32<02:14, 2720.61it/s]
读取数据:  32%|███▏      | 169966/535402 [00:32<02:14, 2717.42it/s]
读取数据:  32%|███▏      | 170238/535402 [00:32<02:16, 2667.48it/s]
读取数据:  32%|███▏      | 170505/535402 [00:32<02:18, 2642.25it/s]
读取数据:  32%|███▏      | 170780/535402 [00:32<02:16, 2672.47it/s]
读取数据:  32%|███▏      | 171048/535402 [00:32<02:16, 2673.03it/s]
读取数据:  32%|███▏      | 171316/535402 [00:32<02:17, 2641.79it/s]
读取数据:  32%|███▏      | 171581/535402 [00:32<02:20, 2586.32it/s]
读取数据:  32%|███▏      | 171844/535402 [00:33<02:20, 2594.34it/s]
读取数据:  32%|███▏      | 172104/535402 [00:33<02:24, 2507.88it/s]
读取数据:  32%|███▏      | 172356/535402 [00:33<02:29, 2431.50it/s]
读取数据:  32%|███▏      | 172612/535402 [00:33<02:27, 2466.69it/s]
读取数据:  32%|███▏      | 172887/535402 [00:33<02:22, 2546.06it/s]
读取数据:  32%|███▏      | 173150/535402 [00:33<02:21, 2568.06it/s]
读取数据:  32%|███▏      | 173442/535402 [00:33<02:15, 2670.66it/s]
读取数据:  32%|███▏      | 173710/535402 [00:33<02:16, 2645.94it/s]
读取数据:  32%|███▏      | 173976/535402 [00:33<02:17, 2634.98it/s]
读取数据:  33%|███▎      | 174240/535402 [00:33<02:17, 2622.16it/s]
读取数据:  33%|███▎      | 174503/535402 [00:34<02:18, 2599.21it/s]
读取数据:  33%|███▎      | 174771/535402 [00:34<02:17, 2621.63it/s]
读取数据:  33%|███▎      | 175037/535402 [00:34<02:17, 2625.23it/s]
读取数据:  33%|███▎      | 175300/535402 [00:34<02:20, 2565.33it/s]
读取数据:  33%|███▎      | 175578/535402 [00:34<02:16, 2626.70it/s]
读取数据:  33%|███▎      | 175856/535402 [00:34<02:14, 2669.57it/s]
读取数据:  33%|███▎      | 176124/535402 [00:34<02:16, 2632.89it/s]
读取数据:  33%|███▎      | 176391/535402 [00:34<02:15, 2642.97it/s]
读取数据:  33%|███▎      | 176668/535402 [00:34<02:14, 2677.03it/s]
读取数据:  33%|███▎      | 176973/535402 [00:34<02:08, 2785.63it/s]
读取数据:  33%|███▎      | 177252/535402 [00:35<02:11, 2724.11it/s]
读取数据:  33%|███▎      | 177525/535402 [00:35<02:12, 2706.36it/s]
读取数据:  33%|███▎      | 177819/535402 [00:35<02:08, 2774.05it/s]
读取数据:  33%|███▎      | 178097/535402 [00:35<02:09, 2766.82it/s]
读取数据:  33%|███▎      | 178374/535402 [00:35<02:09, 2759.41it/s]
读取数据:  33%|███▎      | 178651/535402 [00:35<02:11, 2717.12it/s]
读取数据:  33%|███▎      | 178935/535402 [00:35<02:09, 2752.83it/s]
读取数据:  33%|███▎      | 179211/535402 [00:35<02:10, 2733.44it/s]
读取数据:  34%|███▎      | 179486/535402 [00:35<02:10, 2736.69it/s]
读取数据:  34%|███▎      | 179768/535402 [00:35<02:08, 2760.96it/s]
读取数据:  34%|███▎      | 180045/535402 [00:36<02:10, 2723.26it/s]
读取数据:  34%|███▎      | 180318/535402 [00:36<02:11, 2695.81it/s]
读取数据:  34%|███▎      | 180595/535402 [00:36<02:10, 2717.21it/s]
读取数据:  34%|███▍      | 180867/535402 [00:36<02:11, 2697.64it/s]
读取数据:  34%|███▍      | 181137/535402 [00:36<02:12, 2680.80it/s]
读取数据:  34%|███▍      | 181406/535402 [00:36<02:13, 2648.61it/s]
读取数据:  34%|███▍      | 181676/535402 [00:36<02:12, 2661.46it/s]
读取数据:  34%|███▍      | 181946/535402 [00:36<02:12, 2671.58it/s]
读取数据:  34%|███▍      | 182214/535402 [00:36<02:13, 2645.02it/s]
读取数据:  34%|███▍      | 182481/535402 [00:37<02:13, 2650.46it/s]
读取数据:  34%|███▍      | 182747/535402 [00:37<02:16, 2576.65it/s]
读取数据:  34%|███▍      | 183022/535402 [00:37<02:14, 2622.39it/s]
读取数据:  34%|███▍      | 183285/535402 [00:37<02:15, 2602.90it/s]
读取数据:  34%|███▍      | 183546/535402 [00:37<02:15, 2589.52it/s]
读取数据:  34%|███▍      | 183822/535402 [00:37<02:13, 2639.29it/s]
读取数据:  34%|███▍      | 184087/535402 [00:37<02:15, 2598.99it/s]
读取数据:  34%|███▍      | 184348/535402 [00:37<02:16, 2571.30it/s]
读取数据:  34%|███▍      | 184613/535402 [00:37<02:15, 2591.75it/s]
读取数据:  35%|███▍      | 184885/535402 [00:37<02:13, 2628.73it/s]
读取数据:  35%|███▍      | 185155/535402 [00:38<02:12, 2649.20it/s]
读取数据:  35%|███▍      | 185421/535402 [00:38<02:13, 2625.06it/s]
读取数据:  35%|███▍      | 185698/535402 [00:38<02:11, 2666.87it/s]
读取数据:  35%|███▍      | 185968/535402 [00:38<02:10, 2671.60it/s]
读取数据:  35%|███▍      | 186252/535402 [00:38<02:08, 2720.51it/s]
读取数据:  35%|███▍      | 186525/535402 [00:38<02:12, 2632.02it/s]
读取数据:  35%|███▍      | 186789/535402 [00:38<02:13, 2613.56it/s]
读取数据:  35%|███▍      | 187051/535402 [00:38<02:13, 2610.13it/s]
读取数据:  35%|███▍      | 187313/535402 [00:38<02:16, 2559.18it/s]
读取数据:  35%|███▌      | 187588/535402 [00:38<02:13, 2613.19it/s]
读取数据:  35%|███▌      | 187852/535402 [00:39<02:12, 2619.61it/s]
读取数据:  35%|███▌      | 188115/535402 [00:39<02:13, 2597.18it/s]
读取数据:  35%|███▌      | 188375/535402 [00:39<02:14, 2573.65it/s]
读取数据:  35%|███▌      | 188633/535402 [00:39<02:18, 2504.50it/s]
读取数据:  35%|███▌      | 188884/535402 [00:39<02:19, 2488.37it/s]
读取数据:  35%|███▌      | 189134/535402 [00:39<02:22, 2437.27it/s]
读取数据:  35%|███▌      | 189379/535402 [00:39<02:22, 2433.33it/s]
读取数据:  35%|███▌      | 189633/535402 [00:39<02:20, 2461.95it/s]
读取数据:  35%|███▌      | 189892/535402 [00:39<02:18, 2497.69it/s]
读取数据:  36%|███▌      | 190142/535402 [00:40<02:18, 2490.27it/s]
读取数据:  36%|███▌      | 190392/535402 [00:40<02:20, 2451.95it/s]
读取数据:  36%|███▌      | 190638/535402 [00:40<02:23, 2396.29it/s]
读取数据:  36%|███▌      | 190878/535402 [00:40<02:26, 2358.91it/s]
读取数据:  36%|███▌      | 191122/535402 [00:40<02:24, 2380.66it/s]
读取数据:  36%|███▌      | 191398/535402 [00:40<02:18, 2490.72it/s]
读取数据:  36%|███▌      | 191674/535402 [00:40<02:13, 2567.82it/s]
读取数据:  36%|███▌      | 191932/535402 [00:40<02:15, 2534.65it/s]
读取数据:  36%|███▌      | 192215/535402 [00:40<02:10, 2621.01it/s]
读取数据:  36%|███▌      | 192504/535402 [00:40<02:07, 2697.54it/s]
读取数据:  36%|███▌      | 192775/535402 [00:41<02:09, 2651.73it/s]
读取数据:  36%|███▌      | 193041/535402 [00:41<02:09, 2642.52it/s]
读取数据:  36%|███▌      | 193307/535402 [00:41<02:09, 2645.36it/s]
读取数据:  36%|███▌      | 193572/535402 [00:41<02:09, 2635.04it/s]
读取数据:  36%|███▌      | 193836/535402 [00:41<02:15, 2525.70it/s]
读取数据:  36%|███▋      | 194091/535402 [00:41<02:14, 2531.49it/s]
读取数据:  36%|███▋      | 194365/535402 [00:41<02:11, 2585.52it/s]
读取数据:  36%|███▋      | 194632/535402 [00:41<02:10, 2607.18it/s]
读取数据:  36%|███▋      | 194900/535402 [00:41<02:09, 2627.97it/s]
读取数据:  36%|███▋      | 195164/535402 [00:41<02:10, 2607.58it/s]
读取数据:  37%|███▋      | 195426/535402 [00:42<02:11, 2585.76it/s]
读取数据:  37%|███▋      | 195708/535402 [00:42<02:08, 2651.87it/s]
读取数据:  37%|███▋      | 195977/535402 [00:42<02:07, 2660.92it/s]
读取数据:  37%|███▋      | 196252/535402 [00:42<02:06, 2685.95it/s]
读取数据:  37%|███▋      | 196521/535402 [00:42<02:07, 2656.13it/s]
读取数据:  37%|███▋      | 196792/535402 [00:42<02:06, 2668.26it/s]
读取数据:  37%|███▋      | 197059/535402 [00:42<02:07, 2646.70it/s]
读取数据:  37%|███▋      | 197325/535402 [00:42<02:07, 2647.93it/s]
读取数据:  37%|███▋      | 197590/535402 [00:42<02:20, 2401.68it/s]
读取数据:  37%|███▋      | 197835/535402 [00:43<02:27, 2292.80it/s]
读取数据:  37%|███▋      | 198068/535402 [00:43<02:26, 2299.47it/s]
读取数据:  37%|███▋      | 198301/535402 [00:43<02:28, 2276.31it/s]
读取数据:  37%|███▋      | 198536/535402 [00:43<02:26, 2295.31it/s]
读取数据:  37%|███▋      | 198767/535402 [00:43<02:29, 2246.48it/s]
读取数据:  37%|███▋      | 198996/535402 [00:43<02:29, 2255.34it/s]
读取数据:  37%|███▋      | 199227/535402 [00:43<02:28, 2270.42it/s]
读取数据:  37%|███▋      | 199455/535402 [00:43<02:31, 2214.33it/s]
读取数据:  37%|███▋      | 199678/535402 [00:43<02:34, 2179.81it/s]
读取数据:  37%|███▋      | 199897/535402 [00:43<02:35, 2161.21it/s]
读取数据:  37%|███▋      | 200114/535402 [00:44<07:32, 741.26it/s] 
读取数据:  37%|███▋      | 200275/535402 [00:44<07:12, 775.53it/s]
读取数据:  37%|███▋      | 200415/535402 [00:45<06:48, 820.22it/s]
读取数据:  37%|███▋      | 200544/535402 [00:45<06:27, 863.76it/s]
读取数据:  37%|███▋      | 200666/535402 [00:45<06:06, 913.58it/s]
读取数据:  38%|███▊      | 200785/535402 [00:45<05:58, 932.76it/s]
读取数据:  38%|███▊      | 200910/535402 [00:45<05:34, 1000.67it/s]
读取数据:  38%|███▊      | 201027/535402 [00:45<05:45, 967.57it/s] 
读取数据:  38%|███▊      | 201141/535402 [00:45<05:31, 1008.42it/s]
读取数据:  38%|███▊      | 201277/535402 [00:45<05:04, 1096.41it/s]
读取数据:  38%|███▊      | 201399/535402 [00:45<04:55, 1129.28it/s]
读取数据:  38%|███▊      | 201547/535402 [00:46<04:32, 1223.90it/s]
读取数据:  38%|███▊      | 201691/535402 [00:46<04:20, 1281.44it/s]
读取数据:  38%|███▊      | 201830/535402 [00:46<04:14, 1312.15it/s]
读取数据:  38%|███▊      | 201964/535402 [00:46<04:12, 1319.68it/s]
读取数据:  38%|███▊      | 202100/535402 [00:46<04:10, 1329.15it/s]
读取数据:  38%|███▊      | 202235/535402 [00:46<04:18, 1288.29it/s]
读取数据:  38%|███▊      | 202366/535402 [00:46<04:18, 1285.86it/s]
读取数据:  38%|███▊      | 202510/535402 [00:46<04:10, 1329.19it/s]
读取数据:  38%|███▊      | 202644/535402 [00:46<04:10, 1328.88it/s]
读取数据:  38%|███▊      | 202790/535402 [00:46<04:03, 1363.65it/s]
读取数据:  38%|███▊      | 202947/535402 [00:47<03:53, 1422.13it/s]
读取数据:  38%|███▊      | 203092/535402 [00:47<03:52, 1427.78it/s]
读取数据:  38%|███▊      | 203257/535402 [00:47<03:42, 1493.68it/s]
读取数据:  38%|███▊      | 203407/535402 [00:47<03:46, 1467.41it/s]
读取数据:  38%|███▊      | 203554/535402 [00:47<03:49, 1447.68it/s]
读取数据:  38%|███▊      | 203726/535402 [00:47<03:37, 1526.06it/s]
读取数据:  38%|███▊      | 203896/535402 [00:47<03:30, 1576.37it/s]
读取数据:  38%|███▊      | 204070/535402 [00:47<03:24, 1621.15it/s]
读取数据:  38%|███▊      | 204248/535402 [00:47<03:18, 1667.41it/s]
读取数据:  38%|███▊      | 204415/535402 [00:47<03:18, 1665.53it/s]
读取数据:  38%|███▊      | 204590/535402 [00:48<03:16, 1687.06it/s]
读取数据:  38%|███▊      | 204775/535402 [00:48<03:10, 1734.59it/s]
读取数据:  38%|███▊      | 204971/535402 [00:48<03:03, 1800.50it/s]
读取数据:  38%|███▊      | 205157/535402 [00:48<03:01, 1816.36it/s]
读取数据:  38%|███▊      | 205339/535402 [00:48<03:03, 1801.59it/s]
读取数据:  38%|███▊      | 205534/535402 [00:48<02:58, 1845.07it/s]
读取数据:  38%|███▊      | 205746/535402 [00:48<02:51, 1925.64it/s]
读取数据:  38%|███▊      | 205968/535402 [00:48<02:43, 2011.53it/s]
读取数据:  39%|███▊      | 206187/535402 [00:48<02:39, 2064.66it/s]
读取数据:  39%|███▊      | 206409/535402 [00:48<02:36, 2106.98it/s]
读取数据:  39%|███▊      | 206647/535402 [00:49<02:30, 2186.04it/s]
读取数据:  39%|███▊      | 206866/535402 [00:49<02:56, 1861.48it/s]
读取数据:  39%|███▊      | 207061/535402 [00:49<03:11, 1714.96it/s]
读取数据:  39%|███▊      | 207240/535402 [00:49<03:19, 1642.69it/s]
读取数据:  39%|███▊      | 207410/535402 [00:49<03:25, 1594.37it/s]
读取数据:  39%|███▉      | 207574/535402 [00:49<03:24, 1604.06it/s]
读取数据:  39%|███▉      | 207737/535402 [00:49<03:32, 1542.79it/s]
读取数据:  39%|███▉      | 207894/535402 [00:49<03:41, 1478.20it/s]
读取数据:  39%|███▉      | 208044/535402 [00:50<03:50, 1418.57it/s]
读取数据:  39%|███▉      | 208187/535402 [00:50<03:54, 1396.75it/s]
读取数据:  39%|███▉      | 208328/535402 [00:50<03:58, 1371.68it/s]
读取数据:  39%|███▉      | 208466/535402 [00:50<04:01, 1355.12it/s]
读取数据:  39%|███▉      | 208669/535402 [00:50<03:31, 1543.75it/s]
读取数据:  39%|███▉      | 208917/535402 [00:50<03:00, 1810.82it/s]
读取数据:  39%|███▉      | 209167/535402 [00:50<02:42, 2009.60it/s]
读取数据:  39%|███▉      | 209395/535402 [00:50<02:36, 2088.54it/s]
读取数据:  39%|███▉      | 209636/535402 [00:50<02:29, 2181.06it/s]
读取数据:  39%|███▉      | 209884/535402 [00:50<02:23, 2269.46it/s]
读取数据:  39%|███▉      | 210125/535402 [00:51<02:20, 2308.94it/s]
读取数据:  39%|███▉      | 210361/535402 [00:51<02:19, 2323.58it/s]
读取数据:  39%|███▉      | 210610/535402 [00:51<02:17, 2369.93it/s]
读取数据:  39%|███▉      | 210848/535402 [00:51<02:18, 2340.64it/s]
读取数据:  39%|███▉      | 211083/535402 [00:51<02:20, 2311.54it/s]
读取数据:  39%|███▉      | 211315/535402 [00:51<02:20, 2307.79it/s]
读取数据:  40%|███▉      | 211546/535402 [00:51<02:27, 2194.32it/s]
读取数据:  40%|███▉      | 211767/535402 [00:51<02:29, 2158.84it/s]
读取数据:  40%|███▉      | 211984/535402 [00:51<02:36, 2071.53it/s]
读取数据:  40%|███▉      | 212193/535402 [00:52<02:38, 2036.60it/s]
读取数据:  40%|███▉      | 212415/535402 [00:52<02:34, 2088.32it/s]
读取数据:  40%|███▉      | 212625/535402 [00:52<02:52, 1876.11it/s]
读取数据:  40%|███▉      | 212817/535402 [00:52<03:10, 1689.33it/s]
读取数据:  40%|███▉      | 212992/535402 [00:52<03:24, 1574.19it/s]
读取数据:  40%|███▉      | 213208/535402 [00:52<03:07, 1719.57it/s]
读取数据:  40%|███▉      | 213463/535402 [00:52<02:46, 1934.32it/s]
读取数据:  40%|███▉      | 213733/535402 [00:52<02:30, 2142.06it/s]
读取数据:  40%|███▉      | 213974/535402 [00:52<02:24, 2216.98it/s]
读取数据:  40%|████      | 214237/535402 [00:53<02:17, 2333.44it/s]
读取数据:  40%|████      | 214500/535402 [00:53<02:12, 2418.42it/s]
读取数据:  40%|████      | 214766/535402 [00:53<02:08, 2486.67it/s]
读取数据:  40%|████      | 215018/535402 [00:53<02:10, 2460.30it/s]
读取数据:  40%|████      | 215272/535402 [00:53<02:08, 2481.90it/s]
读取数据:  40%|████      | 215533/535402 [00:53<02:07, 2516.02it/s]
读取数据:  40%|████      | 215804/535402 [00:53<02:04, 2572.84it/s]
读取数据:  40%|████      | 216062/535402 [00:53<02:04, 2564.83it/s]
读取数据:  40%|████      | 216319/535402 [00:53<02:05, 2545.87it/s]
读取数据:  40%|████      | 216574/535402 [00:53<02:07, 2501.74it/s]
读取数据:  41%|████      | 216838/535402 [00:54<02:05, 2541.84it/s]
读取数据:  41%|████      | 217093/535402 [00:54<02:06, 2506.86it/s]
读取数据:  41%|████      | 217345/535402 [00:54<02:06, 2509.95it/s]
读取数据:  41%|████      | 217616/535402 [00:54<02:04, 2561.67it/s]
读取数据:  41%|████      | 217873/535402 [00:54<02:03, 2562.62it/s]
读取数据:  41%|████      | 218130/535402 [00:54<02:04, 2547.88it/s]
读取数据:  41%|████      | 218385/535402 [00:54<02:07, 2495.83it/s]
读取数据:  41%|████      | 218635/535402 [00:54<02:09, 2450.04it/s]
读取数据:  41%|████      | 218881/535402 [00:54<02:10, 2433.03it/s]
读取数据:  41%|████      | 219125/535402 [00:54<02:16, 2309.50it/s]
读取数据:  41%|████      | 219372/535402 [00:55<02:14, 2352.12it/s]
读取数据:  41%|████      | 219620/535402 [00:55<02:12, 2382.16it/s]
读取数据:  41%|████      | 219860/535402 [00:55<02:12, 2384.67it/s]
读取数据:  41%|████      | 220100/535402 [00:55<02:15, 2323.59it/s]
读取数据:  41%|████      | 220342/535402 [00:55<02:14, 2350.20it/s]
读取数据:  41%|████      | 220578/535402 [00:55<02:14, 2339.90it/s]
读取数据:  41%|████      | 220837/535402 [00:55<02:10, 2412.44it/s]
读取数据:  41%|████▏     | 221079/535402 [00:55<02:10, 2408.65it/s]
读取数据:  41%|████▏     | 221332/535402 [00:55<02:08, 2442.17it/s]
读取数据:  41%|████▏     | 221583/535402 [00:56<02:07, 2456.82it/s]
读取数据:  41%|████▏     | 221846/535402 [00:56<02:05, 2505.29it/s]
读取数据:  41%|████▏     | 222097/535402 [00:56<02:05, 2502.73it/s]
读取数据:  42%|████▏     | 222367/535402 [00:56<02:02, 2555.99it/s]
读取数据:  42%|████▏     | 222623/535402 [00:56<02:03, 2531.30it/s]
读取数据:  42%|████▏     | 222877/535402 [00:56<02:04, 2508.00it/s]
读取数据:  42%|████▏     | 223128/535402 [00:56<02:04, 2500.98it/s]
读取数据:  42%|████▏     | 223395/535402 [00:56<02:02, 2549.79it/s]
读取数据:  42%|████▏     | 223651/535402 [00:56<02:02, 2537.14it/s]
读取数据:  42%|████▏     | 223905/535402 [00:56<02:03, 2517.05it/s]
读取数据:  42%|████▏     | 224160/535402 [00:57<02:03, 2526.62it/s]
读取数据:  42%|████▏     | 224422/535402 [00:57<02:01, 2549.31it/s]
读取数据:  42%|████▏     | 224693/535402 [00:57<01:59, 2595.55it/s]
读取数据:  42%|████▏     | 224953/535402 [00:57<02:01, 2554.25it/s]
读取数据:  42%|████▏     | 225209/535402 [00:57<02:02, 2524.51it/s]
读取数据:  42%|████▏     | 225462/535402 [00:57<02:03, 2510.11it/s]
读取数据:  42%|████▏     | 225714/535402 [00:57<02:10, 2373.27it/s]
读取数据:  42%|████▏     | 225953/535402 [00:57<02:12, 2331.04it/s]
读取数据:  42%|████▏     | 226188/535402 [00:57<02:16, 2262.87it/s]
读取数据:  42%|████▏     | 226446/535402 [00:57<02:11, 2352.45it/s]
读取数据:  42%|████▏     | 226709/535402 [00:58<02:06, 2432.02it/s]
读取数据:  42%|████▏     | 226969/535402 [00:58<02:04, 2477.50it/s]
读取数据:  42%|████▏     | 227225/535402 [00:58<02:03, 2501.38it/s]
读取数据:  42%|████▏     | 227476/535402 [00:58<02:03, 2498.06it/s]
读取数据:  43%|████▎     | 227738/535402 [00:58<02:01, 2534.08it/s]
读取数据:  43%|████▎     | 227998/535402 [00:58<02:00, 2552.36it/s]
读取数据:  43%|████▎     | 228267/535402 [00:58<01:58, 2591.66it/s]
读取数据:  43%|████▎     | 228535/535402 [00:58<01:57, 2614.62it/s]
读取数据:  43%|████▎     | 228802/535402 [00:58<01:56, 2629.54it/s]
读取数据:  43%|████▎     | 229066/535402 [00:58<01:57, 2612.16it/s]
读取数据:  43%|████▎     | 229328/535402 [00:59<01:58, 2585.45it/s]
读取数据:  43%|████▎     | 229587/535402 [00:59<02:02, 2497.03it/s]
读取数据:  43%|████▎     | 229838/535402 [00:59<02:03, 2481.92it/s]
读取数据:  43%|████▎     | 230087/535402 [00:59<02:05, 2430.38it/s]
读取数据:  43%|████▎     | 230353/535402 [00:59<02:02, 2492.66it/s]
读取数据:  43%|████▎     | 230604/535402 [00:59<02:02, 2495.49it/s]
读取数据:  43%|████▎     | 230865/535402 [00:59<02:00, 2526.97it/s]
读取数据:  43%|████▎     | 231121/535402 [00:59<02:00, 2531.44it/s]
读取数据:  43%|████▎     | 231376/535402 [00:59<01:59, 2536.18it/s]
读取数据:  43%|████▎     | 231630/535402 [01:00<02:01, 2496.99it/s]
读取数据:  43%|████▎     | 231900/535402 [01:00<01:58, 2554.07it/s]
读取数据:  43%|████▎     | 232156/535402 [01:00<02:00, 2509.38it/s]
读取数据:  43%|████▎     | 232416/535402 [01:00<01:59, 2533.41it/s]
读取数据:  43%|████▎     | 232674/535402 [01:00<01:58, 2545.14it/s]
读取数据:  44%|████▎     | 232962/535402 [01:00<01:54, 2641.77it/s]
读取数据:  44%|████▎     | 233229/535402 [01:00<01:54, 2649.54it/s]
读取数据:  44%|████▎     | 233495/535402 [01:00<01:54, 2632.02it/s]
读取数据:  44%|████▎     | 233759/535402 [01:00<01:55, 2616.54it/s]
读取数据:  44%|████▎     | 234021/535402 [01:00<01:56, 2593.60it/s]
读取数据:  44%|████▍     | 234281/535402 [01:01<01:56, 2576.74it/s]
读取数据:  44%|████▍     | 234541/535402 [01:01<01:56, 2580.86it/s]
读取数据:  44%|████▍     | 234800/535402 [01:01<01:58, 2535.26it/s]
读取数据:  44%|████▍     | 235067/535402 [01:01<01:56, 2573.38it/s]
读取数据:  44%|████▍     | 235325/535402 [01:01<01:57, 2552.84it/s]
读取数据:  44%|████▍     | 235581/535402 [01:01<01:59, 2514.42it/s]
读取数据:  44%|████▍     | 235833/535402 [01:01<02:06, 2364.29it/s]
读取数据:  44%|████▍     | 236087/535402 [01:01<02:04, 2412.06it/s]
读取数据:  44%|████▍     | 236338/535402 [01:01<02:02, 2437.38it/s]
读取数据:  44%|████▍     | 236611/535402 [01:01<01:58, 2521.96it/s]
读取数据:  44%|████▍     | 236865/535402 [01:02<01:59, 2495.79it/s]
读取数据:  44%|████▍     | 237134/535402 [01:02<01:56, 2551.48it/s]
读取数据:  44%|████▍     | 237390/535402 [01:02<01:56, 2549.97it/s]
读取数据:  44%|████▍     | 237646/535402 [01:02<01:59, 2493.75it/s]
读取数据:  44%|████▍     | 237899/535402 [01:02<01:58, 2503.73it/s]
读取数据:  44%|████▍     | 238150/535402 [01:02<02:01, 2451.44it/s]
读取数据:  45%|████▍     | 238396/535402 [01:02<02:03, 2405.90it/s]
读取数据:  45%|████▍     | 238646/535402 [01:02<02:02, 2431.20it/s]
读取数据:  45%|████▍     | 238890/535402 [01:02<02:06, 2352.15it/s]
读取数据:  45%|████▍     | 239126/535402 [01:03<02:18, 2146.17it/s]
读取数据:  45%|████▍     | 239345/535402 [01:03<02:25, 2029.62it/s]
读取数据:  45%|████▍     | 239551/535402 [01:03<02:32, 1933.85it/s]
读取数据:  45%|████▍     | 239786/535402 [01:03<02:24, 2041.39it/s]
读取数据:  45%|████▍     | 240032/535402 [01:03<02:17, 2154.36it/s]
读取数据:  45%|████▍     | 240284/535402 [01:03<02:10, 2253.69it/s]
读取数据:  45%|████▍     | 240520/535402 [01:03<02:09, 2281.29it/s]
读取数据:  45%|████▍     | 240757/535402 [01:03<02:07, 2306.23it/s]
读取数据:  45%|████▌     | 241005/535402 [01:03<02:05, 2353.51it/s]
读取数据:  45%|████▌     | 241242/535402 [01:03<02:05, 2348.45it/s]
读取数据:  45%|████▌     | 241487/535402 [01:04<02:03, 2377.49it/s]
读取数据:  45%|████▌     | 241733/535402 [01:04<02:02, 2400.92it/s]
读取数据:  45%|████▌     | 241974/535402 [01:04<02:03, 2382.54it/s]
读取数据:  45%|████▌     | 242213/535402 [01:04<02:03, 2382.40it/s]
读取数据:  45%|████▌     | 242461/535402 [01:04<02:01, 2411.38it/s]
读取数据:  45%|████▌     | 242703/535402 [01:04<02:02, 2390.32it/s]
读取数据:  45%|████▌     | 242969/535402 [01:04<01:58, 2468.91it/s]
读取数据:  45%|████▌     | 243226/535402 [01:04<01:56, 2498.84it/s]
读取数据:  45%|████▌     | 243477/535402 [01:04<02:01, 2410.02it/s]
读取数据:  46%|████▌     | 243719/535402 [01:05<02:03, 2357.21it/s]
读取数据:  46%|████▌     | 243971/535402 [01:05<02:01, 2403.89it/s]
读取数据:  46%|████▌     | 244213/535402 [01:05<02:02, 2382.45it/s]
读取数据:  46%|████▌     | 244461/535402 [01:05<02:00, 2410.16it/s]
读取数据:  46%|████▌     | 244703/535402 [01:05<02:01, 2391.47it/s]
读取数据:  46%|████▌     | 244960/535402 [01:05<01:59, 2438.32it/s]
读取数据:  46%|████▌     | 245213/535402 [01:05<01:57, 2463.57it/s]
读取数据:  46%|████▌     | 245463/535402 [01:05<01:57, 2473.62it/s]
读取数据:  46%|████▌     | 245714/535402 [01:05<01:56, 2482.57it/s]
读取数据:  46%|████▌     | 245963/535402 [01:05<01:57, 2466.28it/s]
读取数据:  46%|████▌     | 246210/535402 [01:06<02:04, 2317.01it/s]
读取数据:  46%|████▌     | 246444/535402 [01:06<02:09, 2229.85it/s]
读取数据:  46%|████▌     | 246669/535402 [01:06<02:10, 2220.43it/s]
读取数据:  46%|████▌     | 246893/535402 [01:06<02:10, 2217.86it/s]
读取数据:  46%|████▌     | 247161/535402 [01:06<02:02, 2350.87it/s]
读取数据:  46%|████▌     | 247456/535402 [01:06<01:54, 2525.59it/s]
读取数据:  46%|████▋     | 247766/535402 [01:06<01:46, 2693.17it/s]
读取数据:  46%|████▋     | 248087/535402 [01:06<01:40, 2845.41it/s]
读取数据:  46%|████▋     | 248402/535402 [01:06<01:37, 2933.26it/s]
读取数据:  46%|████▋     | 248731/535402 [01:06<01:34, 3039.13it/s]
读取数据:  47%|████▋     | 249054/535402 [01:07<01:32, 3095.71it/s]
读取数据:  47%|████▋     | 249392/535402 [01:07<01:29, 3180.31it/s]
读取数据:  47%|████▋     | 249711/535402 [01:07<01:29, 3174.90it/s]
读取数据:  47%|████▋     | 250029/535402 [01:07<03:49, 1240.90it/s]
读取数据:  47%|████▋     | 250267/535402 [01:08<04:15, 1117.85it/s]
读取数据:  47%|████▋     | 250460/535402 [01:08<04:42, 1006.88it/s]
读取数据:  47%|████▋     | 250617/535402 [01:08<04:58, 955.63it/s] 
读取数据:  47%|████▋     | 250751/535402 [01:08<05:18, 893.94it/s]
读取数据:  47%|████▋     | 250866/535402 [01:08<05:28, 867.22it/s]
读取数据:  47%|████▋     | 250970/535402 [01:09<05:19, 889.72it/s]
读取数据:  47%|████▋     | 251073/535402 [01:09<05:28, 864.64it/s]
读取数据:  47%|████▋     | 251169/535402 [01:09<05:21, 883.80it/s]
读取数据:  47%|████▋     | 251268/535402 [01:09<05:13, 907.10it/s]
读取数据:  47%|████▋     | 251365/535402 [01:09<05:16, 897.06it/s]
读取数据:  47%|████▋     | 251464/535402 [01:09<05:08, 919.84it/s]
读取数据:  47%|████▋     | 251566/535402 [01:09<05:02, 939.55it/s]
读取数据:  47%|████▋     | 251664/535402 [01:09<04:58, 949.26it/s]
读取数据:  47%|████▋     | 251761/535402 [01:09<05:00, 945.00it/s]
读取数据:  47%|████▋     | 251857/535402 [01:10<05:13, 903.60it/s]
读取数据:  47%|████▋     | 251949/535402 [01:10<05:12, 905.73it/s]
读取数据:  47%|████▋     | 252043/535402 [01:10<05:10, 912.49it/s]
