开始统计文件行数...
0it [00:00, ?it/s]
读取数据:  19%|█▊        | 1324307/7086503 [08:28<09:10, 10476.32it/s]
读取数据:  19%|█▊        | 1325356/7086503 [08:29<09:18, 10324.44it/s]
读取数据:  19%|█▊        | 1326390/7086503 [08:29<09:25, 10188.60it/s]
读取数据:  19%|█▊        | 1327410/7086503 [08:29<09:43, 9865.99it/s] 
读取数据:  19%|█▊        | 1328399/7086503 [08:29<09:45, 9834.74it/s]
读取数据:  19%|█▉        | 1329385/7086503 [08:29<10:51, 8835.04it/s]
读取数据:  19%|█▉        | 1330288/7086503 [08:29<12:39, 7577.18it/s]
读取数据:  19%|█▉        | 1331086/7086503 [08:29<13:42, 6996.55it/s]
读取数据:  19%|█▉        | 1331817/7086503 [08:29<14:22, 6673.71it/s]
读取数据:  19%|█▉        | 1332505/7086503 [08:30<14:40, 6531.43it/s]
读取数据:  19%|█▉        | 1333171/7086503 [08:30<14:49, 6466.11it/s]
读取数据:  19%|█▉        | 1333826/7086503 [08:30<15:07, 6341.63it/s]
读取数据:  19%|█▉        | 1334465/7086503 [08:30<15:59, 5997.57it/s]
读取数据:  19%|█▉        | 1335070/7086503 [08:30<16:49, 5695.32it/s]
读取数据:  19%|█▉        | 1335704/7086503 [08:30<16:20, 5866.06it/s]
读取数据:  19%|█▉        | 1336313/7086503 [08:30<16:10, 5926.77it/s]
读取数据:  19%|█▉        | 1336912/7086503 [08:30<16:07, 5942.30it/s]
读取数据:  19%|█▉        | 1337542/7086503 [08:30<15:51, 6042.20it/s]
读取数据:  19%|█▉        | 1338149/7086503 [08:30<16:08, 5932.66it/s]
读取数据:  19%|█▉        | 1338745/7086503 [08:31<16:56, 5653.20it/s]
读取数据:  19%|█▉        | 1339314/7086503 [08:31<17:25, 5498.10it/s]
读取数据:  19%|█▉        | 1339870/7086503 [08:31<17:21, 5515.32it/s]
读取数据:  19%|█▉        | 1340471/7086503 [08:31<16:55, 5656.40it/s]
读取数据:  19%|█▉        | 1341078/7086503 [08:31<16:34, 5774.46it/s]
读取数据:  19%|█▉        | 1341658/7086503 [08:31<17:14, 5553.34it/s]
读取数据:  19%|█▉        | 1342275/7086503 [08:31<16:42, 5728.82it/s]
读取数据:  19%|█▉        | 1342917/7086503 [08:31<16:08, 5927.57it/s]
读取数据:  19%|█▉        | 1343523/7086503 [08:31<16:02, 5964.68it/s]
读取数据:  19%|█▉        | 1344177/7086503 [08:32<15:36, 6130.80it/s]
读取数据:  19%|█▉        | 1344811/7086503 [08:32<15:28, 6186.86it/s]
读取数据:  19%|█▉        | 1345444/7086503 [08:32<15:21, 6228.09it/s]
读取数据:  19%|█▉        | 1346068/7086503 [08:32<15:55, 6010.04it/s]
读取数据:  19%|█▉        | 1346672/7086503 [08:32<15:57, 5993.32it/s]
读取数据:  19%|█▉        | 1347310/7086503 [08:32<15:39, 6106.23it/s]
读取数据:  19%|█▉        | 1347969/7086503 [08:32<15:18, 6248.27it/s]
读取数据:  19%|█▉        | 1348595/7086503 [08:32<15:30, 6163.84it/s]
读取数据:  19%|█▉        | 1349225/7086503 [08:32<15:24, 6202.95it/s]
读取数据:  19%|█▉        | 1349847/7086503 [08:32<15:51, 6030.02it/s]
读取数据:  19%|█▉        | 1350452/7086503 [08:33<35:48, 2669.93it/s]
读取数据:  19%|█▉        | 1350910/7086503 [08:33<33:38, 2840.89it/s]
读取数据:  19%|█▉        | 1351337/7086503 [08:33<31:47, 3006.20it/s]
读取数据:  19%|█▉        | 1351747/7086503 [08:33<30:33, 3127.25it/s]
读取数据:  19%|█▉        | 1352149/7086503 [08:33<28:49, 3315.43it/s]
读取数据:  19%|█▉        | 1352545/7086503 [08:34<27:49, 3433.97it/s]
读取数据:  19%|█▉        | 1352936/7086503 [08:34<27:16, 3503.08it/s]
读取数据:  19%|█▉        | 1353380/7086503 [08:34<25:30, 3745.97it/s]
读取数据:  19%|█▉        | 1353815/7086503 [08:34<24:26, 3908.23it/s]
读取数据:  19%|█▉        | 1354252/7086503 [08:34<23:40, 4034.24it/s]
读取数据:  19%|█▉        | 1354672/7086503 [08:34<23:41, 4030.89it/s]
读取数据:  19%|█▉        | 1355116/7086503 [08:34<23:02, 4145.93it/s]
读取数据:  19%|█▉        | 1355539/7086503 [08:34<22:55, 4166.96it/s]
读取数据:  19%|█▉        | 1356025/7086503 [08:34<21:51, 4369.04it/s]
读取数据:  19%|█▉        | 1356522/7086503 [08:34<21:00, 4544.70it/s]
读取数据:  19%|█▉        | 1357043/7086503 [08:35<20:09, 4738.68it/s]
读取数据:  19%|█▉        | 1357540/7086503 [08:35<19:52, 4803.33it/s]
读取数据:  19%|█▉        | 1358065/7086503 [08:35<19:20, 4935.04it/s]
读取数据:  19%|█▉        | 1358561/7086503 [08:35<19:19, 4941.85it/s]
读取数据:  19%|█▉        | 1359071/7086503 [08:35<19:09, 4984.08it/s]
读取数据:  19%|█▉        | 1359598/7086503 [08:35<18:50, 5066.78it/s]
读取数据:  19%|█▉        | 1360147/7086503 [08:35<18:23, 5189.46it/s]
读取数据:  19%|█▉        | 1360678/7086503 [08:35<18:16, 5223.04it/s]
读取数据:  19%|█▉        | 1361203/7086503 [08:35<18:14, 5230.29it/s]
读取数据:  19%|█▉        | 1361727/7086503 [08:35<18:32, 5147.60it/s]
读取数据:  19%|█▉        | 1362541/7086503 [08:36<15:48, 6033.17it/s]
读取数据:  19%|█▉        | 1363362/7086503 [08:36<14:16, 6678.28it/s]
读取数据:  19%|█▉        | 1364216/7086503 [08:36<13:11, 7232.35it/s]
读取数据:  19%|█▉        | 1365099/7086503 [08:36<12:22, 7707.38it/s]
读取数据:  19%|█▉        | 1366016/7086503 [08:36<11:42, 8143.79it/s]
读取数据:  19%|█▉        | 1366932/7086503 [08:36<11:17, 8447.29it/s]
读取数据:  19%|█▉        | 1367880/7086503 [08:36<10:53, 8754.15it/s]
读取数据:  19%|█▉        | 1368878/7086503 [08:36<10:26, 9119.79it/s]
读取数据:  19%|█▉        | 1369804/7086503 [08:36<10:24, 9159.94it/s]
读取数据:  19%|█▉        | 1370721/7086503 [08:36<10:46, 8839.24it/s]
读取数据:  19%|█▉        | 1371639/7086503 [08:37<10:39, 8938.33it/s]
读取数据:  19%|█▉        | 1372614/7086503 [08:37<10:22, 9177.30it/s]
读取数据:  19%|█▉        | 1373558/7086503 [08:37<10:18, 9239.19it/s]
读取数据:  19%|█▉        | 1374484/7086503 [08:37<10:23, 9159.57it/s]
读取数据:  19%|█▉        | 1375443/7086503 [08:37<10:15, 9285.60it/s]
读取数据:  19%|█▉        | 1376373/7086503 [08:37<10:21, 9191.51it/s]
读取数据:  19%|█▉        | 1377293/7086503 [08:37<10:32, 9026.21it/s]
读取数据:  19%|█▉        | 1378197/7086503 [08:37<11:13, 8472.08it/s]
读取数据:  19%|█▉        | 1379051/7086503 [08:37<11:41, 8136.55it/s]
读取数据:  19%|█▉        | 1379871/7086503 [08:38<12:29, 7615.39it/s]
读取数据:  19%|█▉        | 1380641/7086503 [08:38<13:42, 6937.60it/s]
读取数据:  19%|█▉        | 1381349/7086503 [08:38<15:51, 5992.82it/s]
读取数据:  20%|█▉        | 1381975/7086503 [08:38<17:29, 5437.87it/s]
读取数据:  20%|█▉        | 1382541/7086503 [08:38<18:02, 5271.29it/s]
读取数据:  20%|█▉        | 1383082/7086503 [08:38<18:16, 5201.12it/s]
读取数据:  20%|█▉        | 1383611/7086503 [08:38<19:45, 4811.63it/s]
读取数据:  20%|█▉        | 1384100/7086503 [08:39<20:51, 4557.54it/s]
读取数据:  20%|█▉        | 1384561/7086503 [08:39<21:29, 4420.73it/s]
读取数据:  20%|█▉        | 1385006/7086503 [08:39<21:45, 4368.13it/s]
读取数据:  20%|█▉        | 1385444/7086503 [08:39<22:19, 4255.29it/s]
读取数据:  20%|█▉        | 1385940/7086503 [08:39<21:22, 4446.35it/s]
读取数据:  20%|█▉        | 1386421/7086503 [08:39<20:54, 4545.00it/s]
读取数据:  20%|█▉        | 1386902/7086503 [08:39<20:33, 4618.94it/s]
读取数据:  20%|█▉        | 1387407/7086503 [08:39<20:02, 4738.21it/s]
读取数据:  20%|█▉        | 1387905/7086503 [08:39<19:45, 4805.61it/s]
读取数据:  20%|█▉        | 1388406/7086503 [08:39<19:31, 4863.87it/s]
读取数据:  20%|█▉        | 1388935/7086503 [08:40<19:02, 4988.09it/s]
读取数据:  20%|█▉        | 1389435/7086503 [08:40<19:25, 4887.62it/s]
读取数据:  20%|█▉        | 1389925/7086503 [08:40<20:09, 4708.61it/s]
读取数据:  20%|█▉        | 1390398/7086503 [08:40<20:25, 4648.69it/s]
读取数据:  20%|█▉        | 1390912/7086503 [08:40<19:49, 4790.10it/s]
读取数据:  20%|█▉        | 1391393/7086503 [08:40<20:09, 4709.88it/s]
读取数据:  20%|█▉        | 1391866/7086503 [08:40<20:28, 4635.43it/s]
读取数据:  20%|█▉        | 1392351/7086503 [08:40<20:12, 4696.35it/s]
读取数据:  20%|█▉        | 1392837/7086503 [08:40<20:00, 4740.98it/s]
读取数据:  20%|█▉        | 1393312/7086503 [08:40<20:54, 4537.72it/s]
读取数据:  20%|█▉        | 1393768/7086503 [08:41<21:01, 4513.86it/s]
读取数据:  20%|█▉        | 1394221/7086503 [08:41<21:42, 4369.81it/s]
读取数据:  20%|█▉        | 1394660/7086503 [08:41<22:31, 4211.13it/s]
读取数据:  20%|█▉        | 1395083/7086503 [08:41<23:08, 4098.39it/s]
读取数据:  20%|█▉        | 1395495/7086503 [08:41<23:07, 4102.55it/s]
读取数据:  20%|█▉        | 1395909/7086503 [08:41<23:05, 4108.48it/s]
读取数据:  20%|█▉        | 1396343/7086503 [08:41<22:43, 4173.04it/s]
读取数据:  20%|█▉        | 1396770/7086503 [08:41<22:36, 4194.60it/s]
读取数据:  20%|█▉        | 1397211/7086503 [08:41<22:16, 4257.29it/s]
读取数据:  20%|█▉        | 1397713/7086503 [08:42<21:08, 4483.03it/s]
读取数据:  20%|█▉        | 1398183/7086503 [08:42<20:51, 4544.01it/s]
读取数据:  20%|█▉        | 1398642/7086503 [08:42<20:48, 4557.37it/s]
读取数据:  20%|█▉        | 1399099/7086503 [08:42<20:56, 4525.40it/s]
读取数据:  20%|█▉        | 1399552/7086503 [08:42<21:15, 4459.62it/s]
读取数据:  20%|█▉        | 1400000/7086503 [08:42<43:57, 2155.83it/s]
读取数据:  20%|█▉        | 1400342/7086503 [08:43<40:43, 2326.95it/s]
读取数据:  20%|█▉        | 1400777/7086503 [08:43<34:54, 2714.75it/s]
读取数据:  20%|█▉        | 1401140/7086503 [08:43<32:52, 2882.51it/s]
读取数据:  20%|█▉        | 1401498/7086503 [08:43<31:50, 2975.48it/s]
读取数据:  20%|█▉        | 1401904/7086503 [08:43<29:13, 3241.24it/s]
读取数据:  20%|█▉        | 1402356/7086503 [08:43<26:31, 3571.59it/s]
读取数据:  20%|█▉        | 1402748/7086503 [08:43<26:19, 3599.12it/s]
读取数据:  20%|█▉        | 1403199/7086503 [08:43<24:36, 3849.10it/s]
读取数据:  20%|█▉        | 1403603/7086503 [08:43<24:35, 3852.70it/s]
读取数据:  20%|█▉        | 1404002/7086503 [08:43<24:52, 3807.30it/s]
读取数据:  20%|█▉        | 1404400/7086503 [08:44<24:34, 3854.05it/s]
读取数据:  20%|█▉        | 1404856/7086503 [08:44<23:20, 4057.68it/s]
读取数据:  20%|█▉        | 1405268/7086503 [08:44<23:38, 4005.25it/s]
读取数据:  20%|█▉        | 1405678/7086503 [08:44<23:28, 4031.87it/s]
读取数据:  20%|█▉        | 1406085/7086503 [08:44<23:30, 4027.98it/s]
读取数据:  20%|█▉        | 1406524/7086503 [08:44<22:53, 4134.58it/s]
读取数据:  20%|█▉        | 1406941/7086503 [08:44<22:51, 4142.00it/s]
读取数据:  20%|█▉        | 1407357/7086503 [08:44<23:53, 3960.87it/s]
读取数据:  20%|█▉        | 1407756/7086503 [08:44<24:30, 3863.05it/s]
读取数据:  20%|█▉        | 1408148/7086503 [08:44<24:24, 3878.23it/s]
读取数据:  20%|█▉        | 1408565/7086503 [08:45<23:52, 3962.64it/s]
读取数据:  20%|█▉        | 1408990/7086503 [08:45<23:23, 4046.53it/s]
读取数据:  20%|█▉        | 1409396/7086503 [08:45<23:23, 4045.35it/s]
读取数据:  20%|█▉        | 1409833/7086503 [08:45<22:51, 4139.97it/s]
读取数据:  20%|█▉        | 1410260/7086503 [08:45<22:39, 4176.21it/s]
读取数据:  20%|█▉        | 1410736/7086503 [08:45<21:45, 4346.65it/s]
读取数据:  20%|█▉        | 1411172/7086503 [08:45<22:09, 4269.50it/s]
读取数据:  20%|█▉        | 1411608/7086503 [08:45<22:01, 4294.30it/s]
读取数据:  20%|█▉        | 1412065/7086503 [08:45<21:38, 4370.29it/s]
读取数据:  20%|█▉        | 1412558/7086503 [08:45<20:51, 4533.48it/s]
读取数据:  20%|█▉        | 1413014/7086503 [08:46<20:49, 4540.51it/s]
读取数据:  20%|█▉        | 1413469/7086503 [08:46<20:51, 4532.80it/s]
读取数据:  20%|█▉        | 1413958/7086503 [08:46<20:23, 4636.73it/s]
读取数据:  20%|█▉        | 1414422/7086503 [08:46<21:13, 4452.39it/s]
读取数据:  20%|█▉        | 1414869/7086503 [08:46<21:42, 4353.23it/s]
读取数据:  20%|█▉        | 1415306/7086503 [08:46<21:49, 4330.73it/s]
读取数据:  20%|█▉        | 1415789/7086503 [08:46<21:07, 4475.00it/s]
读取数据:  20%|█▉        | 1416273/7086503 [08:46<20:37, 4582.00it/s]
读取数据:  20%|█▉        | 1416733/7086503 [08:46<20:59, 4502.32it/s]
读取数据:  20%|█▉        | 1417185/7086503 [08:47<21:01, 4492.64it/s]
读取数据:  20%|██        | 1417648/7086503 [08:47<20:50, 4531.74it/s]
读取数据:  20%|██        | 1418108/7086503 [08:47<20:45, 4550.76it/s]
读取数据:  20%|██        | 1418564/7086503 [08:47<21:25, 4407.57it/s]
读取数据:  20%|██        | 1419006/7086503 [08:47<22:09, 4262.29it/s]
读取数据:  20%|██        | 1419456/7086503 [08:47<21:49, 4327.51it/s]
读取数据:  20%|██        | 1419897/7086503 [08:47<21:44, 4345.39it/s]
读取数据:  20%|██        | 1420333/7086503 [08:47<22:43, 4156.66it/s]
读取数据:  20%|██        | 1420751/7086503 [08:47<23:37, 3998.03it/s]
读取数据:  20%|██        | 1421153/7086503 [08:47<23:51, 3956.56it/s]
读取数据:  20%|██        | 1421551/7086503 [08:48<23:56, 3944.02it/s]
读取数据:  20%|██        | 1421984/7086503 [08:48<23:17, 4053.74it/s]
读取数据:  20%|██        | 1422426/7086503 [08:48<22:41, 4159.81it/s]
读取数据:  20%|██        | 1422875/7086503 [08:48<22:12, 4251.74it/s]
读取数据:  20%|██        | 1423324/7086503 [08:48<21:50, 4320.31it/s]
读取数据:  20%|██        | 1423797/7086503 [08:48<21:14, 4441.64it/s]
读取数据:  20%|██        | 1424264/7086503 [08:48<20:56, 4505.71it/s]
读取数据:  20%|██        | 1424735/7086503 [08:48<20:41, 4561.88it/s]
读取数据:  20%|██        | 1425208/7086503 [08:48<20:28, 4606.59it/s]
读取数据:  20%|██        | 1425669/7086503 [08:48<20:41, 4560.71it/s]
读取数据:  20%|██        | 1426142/7086503 [08:49<20:27, 4610.51it/s]
读取数据:  20%|██        | 1426604/7086503 [08:49<21:18, 4427.51it/s]
读取数据:  20%|██        | 1427049/7086503 [08:49<21:55, 4302.14it/s]
读取数据:  20%|██        | 1427481/7086503 [08:49<22:57, 4107.68it/s]
读取数据:  20%|██        | 1427895/7086503 [08:49<23:04, 4086.17it/s]
读取数据:  20%|██        | 1428306/7086503 [08:49<23:08, 4073.94it/s]
读取数据:  20%|██        | 1428763/7086503 [08:49<22:22, 4214.18it/s]
读取数据:  20%|██        | 1429186/7086503 [08:49<22:35, 4173.67it/s]
读取数据:  20%|██        | 1429605/7086503 [08:49<23:15, 4052.79it/s]
读取数据:  20%|██        | 1430012/7086503 [08:50<24:02, 3920.23it/s]
读取数据:  20%|██        | 1430407/7086503 [08:50<24:00, 3927.83it/s]
读取数据:  20%|██        | 1430835/7086503 [08:50<23:23, 4029.14it/s]
读取数据:  20%|██        | 1431286/7086503 [08:50<22:36, 4169.30it/s]
读取数据:  20%|██        | 1431705/7086503 [08:50<22:55, 4109.64it/s]
读取数据:  20%|██        | 1432127/7086503 [08:50<22:45, 4140.86it/s]
读取数据:  20%|██        | 1432542/7086503 [08:50<22:46, 4136.26it/s]
读取数据:  20%|██        | 1432962/7086503 [08:50<22:41, 4153.80it/s]
读取数据:  20%|██        | 1433378/7086503 [08:50<22:44, 4144.04it/s]
读取数据:  20%|██        | 1433793/7086503 [08:50<23:24, 4024.92it/s]
读取数据:  20%|██        | 1434197/7086503 [08:51<23:43, 3969.92it/s]
读取数据:  20%|██        | 1434595/7086503 [08:51<24:52, 3787.01it/s]
读取数据:  20%|██        | 1434982/7086503 [08:51<24:44, 3806.89it/s]
读取数据:  20%|██        | 1435367/7086503 [08:51<24:43, 3808.84it/s]
读取数据:  20%|██        | 1435749/7086503 [08:51<24:45, 3802.99it/s]
读取数据:  20%|██        | 1436181/7086503 [08:51<23:48, 3954.55it/s]
读取数据:  20%|██        | 1436624/7086503 [08:51<22:59, 4094.47it/s]
读取数据:  20%|██        | 1437095/7086503 [08:51<22:01, 4276.08it/s]
读取数据:  20%|██        | 1437527/7086503 [08:51<21:57, 4288.89it/s]
读取数据:  20%|██        | 1437991/7086503 [08:51<21:25, 4392.42it/s]
读取数据:  20%|██        | 1438431/7086503 [08:52<22:03, 4266.15it/s]
读取数据:  20%|██        | 1438878/7086503 [08:52<21:45, 4324.83it/s]
读取数据:  20%|██        | 1439312/7086503 [08:52<22:01, 4272.85it/s]
读取数据:  20%|██        | 1439766/7086503 [08:52<21:38, 4349.43it/s]
读取数据:  20%|██        | 1440227/7086503 [08:52<21:16, 4424.90it/s]
读取数据:  20%|██        | 1440671/7086503 [08:52<21:51, 4305.86it/s]
读取数据:  20%|██        | 1441118/7086503 [08:52<21:36, 4352.70it/s]
读取数据:  20%|██        | 1441555/7086503 [08:52<21:54, 4293.38it/s]
读取数据:  20%|██        | 1442007/7086503 [08:52<21:34, 4359.00it/s]
读取数据:  20%|██        | 1442444/7086503 [08:53<21:59, 4276.89it/s]
读取数据:  20%|██        | 1442893/7086503 [08:53<21:41, 4337.85it/s]
读取数据:  20%|██        | 1443340/7086503 [08:53<21:30, 4371.18it/s]
读取数据:  20%|██        | 1443778/7086503 [08:53<21:30, 4372.42it/s]
读取数据:  20%|██        | 1444252/7086503 [08:53<21:00, 4477.01it/s]
读取数据:  20%|██        | 1444701/7086503 [08:53<21:10, 4440.65it/s]
读取数据:  20%|██        | 1445159/7086503 [08:53<20:58, 4481.73it/s]
读取数据:  20%|██        | 1445688/7086503 [08:53<19:54, 4721.44it/s]
读取数据:  20%|██        | 1446271/7086503 [08:53<18:36, 5051.49it/s]
读取数据:  20%|██        | 1446824/7086503 [08:53<18:05, 5194.00it/s]
读取数据:  20%|██        | 1447448/7086503 [08:54<17:04, 5506.61it/s]
读取数据:  20%|██        | 1448000/7086503 [08:54<17:21, 5414.31it/s]
读取数据:  20%|██        | 1448564/7086503 [08:54<17:08, 5480.92it/s]
读取数据:  20%|██        | 1449113/7086503 [08:54<17:21, 5413.16it/s]
读取数据:  20%|██        | 1449655/7086503 [08:54<17:34, 5347.94it/s]
读取数据:  20%|██        | 1450191/7086503 [08:54<35:28, 2647.95it/s]
读取数据:  20%|██        | 1450673/7086503 [08:54<31:05, 3020.93it/s]
读取数据:  20%|██        | 1451158/7086503 [08:55<27:46, 3381.63it/s]
读取数据:  20%|██        | 1451675/7086503 [08:55<24:52, 3774.21it/s]
读取数据:  20%|██        | 1452234/7086503 [08:55<22:18, 4207.94it/s]
读取数据:  21%|██        | 1452797/7086503 [08:55<20:32, 4569.82it/s]
读取数据:  21%|██        | 1453357/7086503 [08:55<19:23, 4843.01it/s]
读取数据:  21%|██        | 1453907/7086503 [08:55<18:42, 5019.79it/s]
读取数据:  21%|██        | 1454458/7086503 [08:55<18:12, 5156.70it/s]
读取数据:  21%|██        | 1454998/7086503 [08:55<18:20, 5119.39it/s]
读取数据:  21%|██        | 1455527/7086503 [08:55<18:15, 5138.17it/s]
读取数据:  21%|██        | 1456104/7086503 [08:56<17:38, 5318.09it/s]
读取数据:  21%|██        | 1456654/7086503 [08:56<17:28, 5370.94it/s]
读取数据:  21%|██        | 1457200/7086503 [08:56<17:23, 5396.63it/s]
读取数据:  21%|██        | 1457774/7086503 [08:56<17:04, 5495.13it/s]
读取数据:  21%|██        | 1458329/7086503 [08:56<17:02, 5504.92it/s]
读取数据:  21%|██        | 1458917/7086503 [08:56<16:42, 5615.76it/s]
读取数据:  21%|██        | 1459481/7086503 [08:56<16:50, 5566.27it/s]
读取数据:  21%|██        | 1460039/7086503 [08:56<17:54, 5235.10it/s]
读取数据:  21%|██        | 1460595/7086503 [08:56<17:36, 5325.73it/s]
读取数据:  21%|██        | 1461132/7086503 [08:56<17:53, 5238.83it/s]
读取数据:  21%|██        | 1461659/7086503 [08:57<18:14, 5138.07it/s]
读取数据:  21%|██        | 1462175/7086503 [08:57<18:30, 5063.95it/s]
读取数据:  21%|██        | 1462696/7086503 [08:57<18:22, 5102.89it/s]
读取数据:  21%|██        | 1463231/7086503 [08:57<18:07, 5172.03it/s]
读取数据:  21%|██        | 1463750/7086503 [08:57<18:09, 5161.02it/s]
读取数据:  21%|██        | 1464356/7086503 [08:57<17:16, 5425.33it/s]
读取数据:  21%|██        | 1464940/7086503 [08:57<16:53, 5544.19it/s]
读取数据:  21%|██        | 1465553/7086503 [08:57<16:23, 5716.32it/s]
读取数据:  21%|██        | 1466126/7086503 [08:57<16:41, 5611.09it/s]
读取数据:  21%|██        | 1466688/7086503 [08:57<17:24, 5381.47it/s]
读取数据:  21%|██        | 1467263/7086503 [08:58<17:05, 5481.32it/s]
读取数据:  21%|██        | 1467822/7086503 [08:58<16:59, 5509.31it/s]
读取数据:  21%|██        | 1468416/7086503 [08:58<16:37, 5631.24it/s]
读取数据:  21%|██        | 1468981/7086503 [08:58<16:47, 5578.17it/s]
读取数据:  21%|██        | 1469601/7086503 [08:58<16:15, 5760.21it/s]
读取数据:  21%|██        | 1470199/7086503 [08:58<16:04, 5824.40it/s]
读取数据:  21%|██        | 1470783/7086503 [08:58<16:13, 5770.23it/s]
读取数据:  21%|██        | 1471399/7086503 [08:58<15:54, 5885.34it/s]
读取数据:  21%|██        | 1471998/7086503 [08:58<15:49, 5910.73it/s]
读取数据:  21%|██        | 1472622/7086503 [08:58<15:34, 6007.09it/s]
读取数据:  21%|██        | 1473224/7086503 [08:59<15:49, 5911.76it/s]
读取数据:  21%|██        | 1473822/7086503 [08:59<15:46, 5930.51it/s]
读取数据:  21%|██        | 1474416/7086503 [08:59<16:35, 5637.15it/s]
读取数据:  21%|██        | 1475102/7086503 [08:59<15:37, 5988.12it/s]
读取数据:  21%|██        | 1475784/7086503 [08:59<15:00, 6229.38it/s]
读取数据:  21%|██        | 1476592/7086503 [08:59<13:48, 6769.29it/s]
读取数据:  21%|██        | 1477521/7086503 [08:59<12:26, 7513.35it/s]
读取数据:  21%|██        | 1478419/7086503 [08:59<11:45, 7946.85it/s]
读取数据:  21%|██        | 1479314/7086503 [08:59<11:20, 8243.04it/s]
读取数据:  21%|██        | 1480708/7086503 [09:00<09:23, 9941.82it/s]
读取数据:  21%|██        | 1482020/7086503 [09:00<08:34, 10888.68it/s]
读取数据:  21%|██        | 1483583/7086503 [09:00<07:35, 12306.56it/s]
读取数据:  21%|██        | 1485026/7086503 [09:00<07:12, 12937.37it/s]
读取数据:  21%|██        | 1486531/7086503 [09:00<06:52, 13569.44it/s]
读取数据:  21%|██        | 1488044/7086503 [09:00<06:38, 14036.13it/s]
读取数据:  21%|██        | 1489806/7086503 [09:00<06:10, 15109.30it/s]
读取数据:  21%|██        | 1491638/7086503 [09:00<05:48, 16071.31it/s]
读取数据:  21%|██        | 1493246/7086503 [09:00<06:00, 15524.35it/s]
读取数据:  21%|██        | 1495041/7086503 [09:00<05:44, 16231.80it/s]
读取数据:  21%|██        | 1496900/7086503 [09:01<05:30, 16926.38it/s]
读取数据:  21%|██        | 1498739/7086503 [09:01<05:21, 17359.92it/s]
读取数据:  21%|██        | 1498739/7086503 [09:12<05:21, 17359.92it/s]
读取数据:  21%|██        | 1500000/7086503 [13:35<79:23:07, 19.55it/s]
读取数据:  21%|██        | 1500592/7086503 [13:35<68:35:55, 22.62it/s]
读取数据:  21%|██        | 1501988/7086503 [13:35<47:03:10, 32.97it/s]
读取数据:  21%|██        | 1503289/7086503 [13:35<33:11:57, 46.71it/s]
读取数据:  21%|██        | 1504517/7086503 [13:35<23:47:01, 65.19it/s]
读取数据:  21%|██        | 1505749/7086503 [13:35<16:55:26, 91.60it/s]
读取数据:  21%|██▏       | 1506942/7086503 [13:35<12:06:59, 127.91it/s]
读取数据:  21%|██▏       | 1508154/7086503 [13:35<8:35:48, 180.25it/s] 
读取数据:  21%|██▏       | 1509346/7086503 [13:36<6:07:29, 252.94it/s]
读取数据:  21%|██▏       | 1510528/7086503 [13:36<4:22:16, 354.33it/s]
读取数据:  21%|██▏       | 1511702/7086503 [13:36<3:07:54, 494.47it/s]
读取数据:  21%|██▏       | 1512953/7086503 [13:36<2:12:09, 702.86it/s]
读取数据:  21%|██▏       | 1514363/7086503 [13:36<1:30:26, 1026.76it/s]
读取数据:  21%|██▏       | 1515793/7086503 [13:36<1:03:10, 1469.84it/s]
读取数据:  21%|██▏       | 1517209/7086503 [13:36<45:20, 2047.44it/s]  
读取数据:  21%|██▏       | 1518676/7086503 [13:36<32:55, 2818.13it/s]
读取数据:  21%|██▏       | 1520049/7086503 [13:36<25:07, 3691.59it/s]
读取数据:  21%|██▏       | 1521536/7086503 [13:36<19:09, 4840.29it/s]
读取数据:  21%|██▏       | 1522942/7086503 [13:37<15:38, 5929.86it/s]
读取数据:  22%|██▏       | 1524441/7086503 [13:37<12:41, 7303.90it/s]
读取数据:  22%|██▏       | 1525881/7086503 [13:37<10:48, 8572.74it/s]
读取数据:  22%|██▏       | 1527377/7086503 [13:37<09:23, 9871.61it/s]
读取数据:  22%|██▏       | 1528814/7086503 [13:37<08:37, 10735.34it/s]
读取数据:  22%|██▏       | 1530226/7086503 [13:37<08:05, 11446.26it/s]
读取数据:  22%|██▏       | 1531633/7086503 [13:37<07:38, 12113.01it/s]
读取数据:  22%|██▏       | 1533033/7086503 [13:37<07:21, 12571.96it/s]
读取数据:  22%|██▏       | 1534559/7086503 [13:37<06:57, 13310.34it/s]
读取数据:  22%|██▏       | 1536034/7086503 [13:38<06:45, 13688.64it/s]
读取数据:  22%|██▏       | 1537524/7086503 [13:38<06:35, 14021.43it/s]
读取数据:  22%|██▏       | 1539055/7086503 [13:38<06:25, 14395.51it/s]
读取数据:  22%|██▏       | 1540534/7086503 [13:38<06:29, 14238.15it/s]
读取数据:  22%|██▏       | 1542061/7086503 [13:38<06:21, 14523.39it/s]
读取数据:  22%|██▏       | 1543534/7086503 [13:38<06:28, 14281.55it/s]
读取数据:  22%|██▏       | 1544977/7086503 [13:38<06:47, 13589.73it/s]
读取数据:  22%|██▏       | 1546352/7086503 [13:38<07:09, 12887.29it/s]
读取数据:  22%|██▏       | 1547657/7086503 [13:38<07:47, 11850.56it/s]
读取数据:  22%|██▏       | 1548865/7086503 [13:39<08:11, 11272.93it/s]
读取数据:  22%|██▏       | 1550010/7086503 [13:39<15:15, 6047.41it/s] 
读取数据:  22%|██▏       | 1550974/7086503 [13:39<13:52, 6650.25it/s]
读取数据:  22%|██▏       | 1551920/7086503 [13:39<12:49, 7193.50it/s]
